,player_name,kills,deaths,wins,losess,xp,headshots,melee_kills,games_played,time_played
2333,ghosTblxck860,"33,719","26,984","3,685","2,878","78,063,358","11,662",724,"6,563","2,013h"
2334,KilledByChaKraa,"13,121","11,700","1,662","1,391","35,474,805","5,286",123,"3,053",885h
2335,TheGroup-MDG,"29,342","22,239","3,541","2,539","74,832,705","11,989",410,"6,080","1,856h"
2336,WoOdY_Dn,"9,889","9,505","1,480","1,277","29,697,094","3,635",171,"2,757",731h
2337,UTurnedIntoX-R6,"5,955","4,685",731,536,"14,912,637","2,028",67,"1,267",347h
2338,J4XX0N-l-,"37,013","29,590","3,841","3,073","93,944,173","15,422",215,"6,914","2,218h"
2339,amir-gigabyte,"18,326","15,972","2,029","1,654","47,615,727","7,583",232,"3,683","1,189h"
2340,carlosanchez_04,"25,628","20,916","3,180","2,346","56,957,277","9,908",547,"5,526","1,443h"
2341,jooohahahaha,"23,615","21,508","3,112","2,663","59,415,434","9,765",386,"5,775","1,594h"
2342,games33gg,"3,693","4,162",641,547,"10,714,186","1,234",54,"1,188",291h
2343,oId_OG,"15,472","15,563","1,744","1,592","45,874,669","5,120",329,"3,336","1,052h"
2344,X_MICHAEL12_X,"39,039","38,450","4,718","4,109","99,845,209","14,473",498,"8,827","2,729h"
2345,Hankook_19,"19,102","19,040","2,774","2,429","55,510,250","7,648",445,"5,203","1,331h"
2346,yBrOwnn,"4,429","2,707",557,272,"10,356,008","1,954",43,829,234h
2347,not_sifa,"21,257","20,025","2,680","2,253","59,744,226","6,293",634,"4,933","1,550h"
2348,yKempzz,"14,561","13,252","1,788","1,270","38,554,557","5,319",229,"3,058",988h
2349,TheReaISnowy,"18,572","15,283","2,081","1,877","48,945,997","7,215",224,"3,958","1,281h"
2350,Xx_Extreme_NTC,"8,827","7,733","1,029",837,"21,027,912","2,765",189,"1,866",548h
2351,Waxxst3R,"3,003","2,772",469,276,"7,131,825","1,220",144,745,190h
2352,NoThxrapy,"41,005","31,044","4,213","2,858","105,632,479","15,309",635,"7,071","2,344h"
2353,lBiqolar,"24,860","21,777","3,061","2,457","65,080,420","9,573",397,"5,518","1,554h"
2354,zXz__RIP__zXz,"3,478","1,939",394,203,"8,004,683","1,234",26,597,165h
2355,amirhoseinrad,"16,044","16,137","2,122","1,852","44,435,054","6,438",290,"3,974","1,285h"
2356,matofdead,"4,586","3,564",492,325,"11,064,884","1,820",31,817,255h
2357,santti-cag22115,"4,218","3,003",450,295,"10,277,020","1,625",68,745,237h
2358,PrxL_NaCh0,"3,221","1,835",308,162,"7,771,896","1,242",55,470,145h
2359,DAMIANBLAZER,"6,901","6,542",771,601,"16,435,726","3,006",146,"1,372",432h
2360,yhcnB,"17,019","17,194","2,133","1,877","49,155,904","6,167",398,"4,010","1,267h"
2361,CLEEEZING,"7,870","6,003",786,523,"17,636,760","3,456",74,"1,309",431h
2362,nSaucy,"30,533","17,610","2,866","1,575","66,391,638","10,436",472,"4,441","1,324h"
2363,Ash-Bandit_TN,"13,100","9,923","1,600","1,238","30,178,776","5,476",106,"2,838",746h
2364,RobbyyVX,"17,731","14,629","2,310","1,852","54,327,208","5,509",395,"4,162","1,328h"
2365,Protxst,"40,257","37,434","6,097","4,226","111,868,696","16,786",924,"10,323","2,865h"
2366,Always_Agile,"20,011","18,024","2,701","1,871","62,934,306","8,285",298,"4,572","1,412h"
2367,leaufe,"35,051","30,235","3,916","3,296","93,235,501","12,999",632,"7,212","2,163h"
2368,Lirikz-,"46,207","42,078","5,537","3,646","127,366,838","17,332","1,082","9,183","2,776h"
2369,Y_Luan-EG,"23,107","26,084","3,831","3,015","68,242,356","8,356",244,"6,846","1,981h"
2370,Lamarrkid,"28,491","24,253","3,013","2,445","64,160,643","12,165",423,"5,458","1,610h"
2371,Aeolusy,"6,666","6,151",711,564,"17,001,016","2,674",46,"1,275",403h
2372,AmirBeig,"23,737","19,611","2,567","1,940","57,881,298","10,497",379,"4,507","1,396h"
2373,P-L-Ux,"23,108","17,266","2,800","2,080","55,775,806","8,569",357,"4,880","1,332h"
2374,kratos_fluffy071,"1,391",847,178,65,"3,478,232",530,9,243,70h
2375,FuRiA---X,"13,991","15,065","1,988","1,956","44,071,433","4,763",317,"3,944","1,071h"
2376,SkRaiin-_TiiGerZ,"25,145","25,770","3,143","2,651","62,199,463","9,289",155,"5,794","1,724h"
2377,Panda_RDX,"28,358","26,518","3,228","2,818","68,378,697","11,394",618,"6,046","1,748h"
2378,SaVaGe_DeViLoO,"10,408","8,650","1,271",939,"26,619,788","3,642",198,"2,210",633h
2379,GreatNorthChick,"12,350","9,738","1,927","1,050","30,591,283","4,185",187,"2,977",730h
2380,NotFratezz,"33,194","28,891","3,314","2,720","78,619,719","11,495",642,"6,034","1,905h"
2381,MeeyIe,"6,901","6,542",771,601,"16,435,726","3,006",146,"1,372",432h
2382,DeV1L_EyEzZ,"21,002","17,758","2,244","2,013","52,038,217","8,456",401,"4,257","1,337h"
2383,Zelxph,"12,541","11,573","1,295","1,175","30,540,213","5,272",65,"2,470",748h
2384,EmmaaaMyLove,840,685,100,44,"2,137,711",302,15,144,49h
2385,ApeexVII-,"24,351","19,842","3,245","2,626","52,488,012","9,926",635,"5,871","1,483h"
2386,WoodieRyan,"29,285","20,897","3,112","2,473","67,125,552","12,561",574,"5,585","1,722h"
2387,Hadi-_021,"13,602","10,178","1,757","1,081","33,007,192","4,448",242,"2,838",863h
2388,Awmiiiz,"13,509","10,281","1,382","1,161","34,641,727","4,660",79,"2,543",815h
2389,QCTHEKINGQC,"13,873","16,227","1,993","1,686","39,360,776","5,016",205,"3,679","1,107h"
2390,FinnDerLohn_QxX,"3,222","2,177",399,172,"8,271,510","1,557",23,571,172h
2391,QuackAnkka,"39,599","23,201","6,193","1,810","90,283,463","18,123",510,"8,003","2,078h"
2392,Gomess-OuT,"17,574","16,201","2,019","1,678","46,176,152","6,849",372,"3,697","1,121h"
2393,Azerkaaa-,"30,085","28,910","3,736","3,061","85,475,232","11,507",250,"6,797","2,055h"
2394,Dreqquan,"12,454","8,667","1,555",596,"32,022,212","4,372",74,"2,151",744h
2395,sukmyphatpp,"18,940","15,477","2,153","1,769","51,841,646","7,827",143,"3,922","1,217h"
2396,XNoT_JT,"4,058","3,827",499,349,"11,540,023","1,615",74,848,275h
2397,Not-_Yannis,"27,292","20,923","2,969","2,402","70,618,223","10,795",273,"5,371","1,752h"
2398,RoomCircle,"22,193","19,115","2,411","2,024","56,881,033","8,458",468,"4,435","1,428h"
2399,vNurqe,"19,455","15,690","2,461","1,844","48,150,432","6,874",482,"4,305","1,193h"
2400,Skillarchi-,"13,814","13,679","1,986","1,697","39,638,062","5,125",129,"3,683","1,036h"
2401,FancyBallFluffer,"14,814","13,227","1,671","1,483","41,418,772","6,072",231,"3,154","1,022h"
2402,aVeiie,"18,573","13,951","2,166","1,498","47,047,649","6,954",189,"3,664","1,146h"
2403,MKingRAYN,"30,178","20,553","3,650","2,222","82,406,155","7,665",432,"5,872","1,745h"
2404,Noel7706,"4,471","2,742",470,276,"10,360,143","1,719",23,746,236h
2405,lNakaaaaaa,"2,765","2,243",326,225,"7,894,216","1,306",16,551,176h
2406,EL-Professor76,"17,975","16,931","2,319","2,163","50,619,125","7,255",206,"4,482","1,323h"
2407,NotGodlyyy--,"15,557","15,202","1,937","1,696","45,936,912","5,375",272,"3,633","1,053h"
2408,Mensa_Thesss,"40,326","34,192","4,077","3,058","96,263,451","16,952",498,"7,135","2,385h"
2409,JopapMNG,"22,457","16,351","2,447","1,855","63,091,853","9,101",312,"4,302","1,391h"
2410,ElectedX,"37,416","29,894","4,005","3,114","111,149,776","14,277",257,"7,119","2,279h"
2411,temp-345162,"25,768","19,536","2,690","2,094","67,975,736","10,545",232,"4,784","1,499h"
2412,EnesKaramustafic,"23,288","19,994","3,402","2,556","62,516,859","8,422",401,"5,958","1,455h"
2413,LanceD2002,"45,389","40,540","5,057","4,460","114,848,379","18,115","1,654","9,517","2,980h"
2414,I-Not_MeRcY,"10,577","8,057","1,124",967,"21,142,485","4,110",222,"2,091",555h
2415,LarsLarz_YT,"30,600","20,433","3,767","2,164","81,647,631","9,617",292,"5,931","1,719h"
2416,samecnakone,"8,587","8,655","1,198",947,"24,463,849","3,277",125,"2,145",619h
2417,zlDxrkOG,"17,388","16,271","2,259","1,885","44,932,998","6,882",400,"4,144","1,188h"
2418,XNoT_JT,"19,775","12,552","2,651","1,190","45,599,042","7,115",385,"3,841","1,025h"
2419,chificow,"28,255","26,089","3,852","3,361","72,146,811","14,046",339,"7,213","1,942h"
2420,Nxs_Flipzz,"2,075","1,811",263,181,"5,246,907",932,43,444,125h
2421,bySxpremmZ,"34,991","25,436","5,519","2,422","107,046,668","15,302",367,"7,941","2,366h"
2422,xchip_c,"4,202","3,054",575,227,"13,377,393","1,530",24,802,260h
2423,ShiishyyEX,"15,036","12,572","1,781","1,334","38,586,997","5,723",120,"3,115",959h
2424,Bharack,"11,741","7,779","1,500",697,"30,236,147","4,717",143,"2,197",638h
2425,HundoStack-,"6,622","6,238",797,615,"16,387,135","2,758",79,"1,412",437h
2426,treydwyer,"23,329","20,674","2,496","2,028","66,354,714","8,081",658,"4,524","1,408h"
2427,qXypher,"23,610","19,401","2,848","2,051","60,724,897","9,477",447,"4,899","1,477h"
2428,Skxro,"52,467","31,376","4,737","3,397","114,621,472","20,377",876,"8,134","2,529h"
2429,yKasis,"11,811","9,936","1,431","1,154","31,720,216","3,768",215,"2,585",860h
2430,PRIMECOMMANDER64,"5,623","3,445",735,257,"15,209,252","2,733",58,992,297h
2431,TitaaN-z,"30,746","38,033","4,992","5,999","94,283,360","12,504",316,"10,991","3,010h"
2432,SuireenG_,"14,972","11,977","1,768","1,097","41,227,308","5,495",559,"2,865",897h
2433,Samoan_xSoIdi3r,"17,223","15,501","1,832","1,450","42,255,602","6,445",172,"3,282","1,059h"
2434,DaRk_EyEs-_20_-,"22,904","24,050","2,675","2,474","59,615,819","8,565",238,"5,149","1,676h"
2435,Dr_-Recoile,"38,608","22,176","3,942","2,468","79,767,381","14,974",662,"6,410","1,802h"
2436,skaterforhater,"35,145","33,660","3,735","3,664","86,260,880","13,552",831,"7,399","2,277h"
2437,SmOoF_AiM,"16,982","12,812","2,258","1,517","42,600,595","5,504",180,"3,775","1,219h"
2438,JustGigin22,"15,880","15,800","2,201","1,674","44,458,221","5,684",213,"3,875","1,178h"
2439,ASTRO_KJ,"19,882","17,428","2,444","2,004","51,162,060","6,451",704,"4,448","1,254h"
2440,iConic_Gang-,"32,168","21,778","4,187","2,184","81,183,671","13,432",248,"6,371","1,731h"
2441,JaleelR6,"9,205","9,274","1,204",986,"25,760,561","3,859",132,"2,190",690h
2442,Rwitta,"2,950","1,817",354,175,"6,577,665","1,239",19,529,143h
2443,rnRAD,"12,218","13,296","1,673","1,358","34,211,182","4,986",238,"3,031",950h
2444,Emptiedd,"2,943","2,281",304,232,"7,729,888","1,243",45,536,168h
2445,iiLouis-YXNG,"24,822","26,830","3,190","2,895","67,317,322","8,800",557,"6,085","1,841h"
2446,DeityGhosT_,"22,172","19,805","2,735","1,768","59,797,620","8,430",680,"4,503","1,516h"
2447,iTz_NiGhT-MDG,"20,535","16,817","2,645","2,112","47,715,872","7,431",312,"4,757","1,352h"
2448,HowToPiX3lPeek,"56,658","39,382","7,111","3,156","125,326,231","24,634",715,"10,267","2,950h"
2449,killer20031018,"13,991","9,913","1,586","1,269","32,751,163","4,165",228,"2,855",756h
2450,XlilEviL,"10,179","7,288","1,566","1,104","26,864,706","3,228",171,"2,670",610h
2451,WzDh-,"24,726","19,765","2,586","2,028","65,829,515","9,807",349,"4,614","1,485h"
2452,Blue_fazer_,"27,726","19,659","2,909","2,065","69,121,272","8,835",145,"4,974","1,754h"
2453,ITurkeyKingZx-_-,"18,403","17,447","2,696","1,876","55,093,392","6,304",338,"4,572","1,429h"
2454,amir_ghq,"4,927","4,071",551,356,"13,528,514","2,198",83,907,279h
2455,IlVlpeachTrump,"17,730","14,758","2,604","1,623","47,162,755","6,455",598,"4,228","1,213h"
2456,ieatbananazz,"20,079","15,477","2,321","1,857","52,867,532","6,110",729,"4,178","1,239h"
2457,lFlixks,"9,783","10,007","1,407","1,222","27,842,972","3,490",468,"2,629",754h
2458,tanakanoOssan22,"23,414","19,375","3,621","2,240","60,965,821","7,937",496,"5,861","1,529h"
2459,ResalWeapon,"14,595","11,030","1,803",843,"36,064,240","5,467",250,"2,646",816h
2460,iMantas-,"21,029","17,815","2,438","1,930","58,607,984","8,013",429,"4,368","1,362h"
2461,KettyKiid,"30,605","22,928","2,975","2,260","76,568,969","14,382",434,"5,235","1,683h"
2462,Iboughtyou__,"35,944","22,458","3,818","2,275","75,260,542","14,848",313,"6,093","1,750h"
2463,Dedara-Orbit,"41,512","35,042","4,408","3,404","106,330,020","13,235",650,"7,812","2,587h"
2464,EUGEN140890,"23,302","19,901","2,764","2,157","54,459,032","7,717",331,"4,921","1,430h"
2465,Ryze_Strength,"18,483","14,430","2,142","1,646","49,714,600","6,169",660,"3,788","1,166h"
2466,borgoff_m,"40,163","30,718","6,040","4,089","92,649,106","15,862",395,"10,130","2,385h"
2467,Lawboon,"24,789","19,974","3,081","2,529","67,469,327","9,177",160,"5,610","1,663h"
2468,BRZ0811,"20,465","18,290","2,364","1,740","58,690,733","5,755",469,"4,104","1,314h"
2469,KeLyOuS_IS_BaCk,"34,646","25,381","3,507","2,727","89,710,496","12,661",624,"6,234","2,037h"
2470,OxyHasBeenHere,"35,944","22,458","3,818","2,275","75,260,542","14,848",313,"6,093","1,750h"
2471,JeRushEnUber-,"12,425","7,251","1,521",840,"29,162,953","3,862",208,"2,361",646h
2472,olds-cool-75,"27,567","22,682","4,279","3,092","66,722,048","11,105",449,"7,371","1,753h"
2473,BarbodZ-,"16,303","12,409","1,941","1,428","34,757,744","5,244",420,"3,369",887h
2474,ReluctantBeast,"34,922","34,222","3,888","3,481","91,698,919","15,744",409,"7,369","2,314h"
2475,Exclusivebihh,"27,973","22,251","3,658","2,415","66,704,855","11,544",631,"6,073","1,614h"
2476,nimadanjer,"2,097","1,752",280,172,"5,880,624",802,38,452,135h
2477,Tiger_15first,"27,208","21,468","2,767","2,428","63,390,995","10,974",401,"5,195","1,595h"
2478,SoloKryptic-SG,"13,020","9,838","1,473","1,039","33,334,484","5,003",169,"2,512",751h
2479,MxrieI,"20,048","17,567","2,454","2,207","50,459,106","6,981",580,"4,661","1,266h"
2480,zSquxII,"33,988","30,542","5,702","3,588","85,927,368","15,054",482,"9,290","2,233h"
2481,xKratos-ROGUE,"8,997","6,116","1,152",790,"22,047,870","2,910",233,"1,942",496h
2482,Xay-GN,"7,888","8,088",934,879,"18,360,276","3,200",94,"1,813",539h
2483,its_viking,"47,012","27,176","5,619","2,971","109,779,957","20,082",854,"8,590","2,387h"
2484,Tierra_Caliente_,"10,282","9,625","1,371","1,053","27,949,456","3,382",237,"2,424",745h
2485,Marcodoidao_,"31,770","26,796","3,300","2,725","71,662,779","14,680",271,"6,025","1,934h"
2486,zomblee31,"45,656","36,980","4,930","4,278","125,640,764","13,270",627,"9,208","3,087h"
2487,sSpaceCadet,"4,474","3,318",537,303,"12,343,766","2,117",43,840,272h
2488,chrissloI,"34,812","32,074","3,910","3,232","91,600,315","13,262",446,"7,142","2,122h"
2489,Gatillo-Alegreee,"36,688","31,451","4,147","3,451","87,965,698","13,288","1,226","7,598","2,189h"
2490,RosaWho,"2,410","2,166",362,239,"6,212,036",939,19,601,172h
2491,KeithTheSmurf123,"24,624","21,414","2,826","2,453","63,561,658","8,574",782,"5,279","1,487h"
2492,DontBanBlitzPlz-,"32,446","26,242","4,142","2,946","82,576,765","12,597",650,"7,088","2,059h"
2493,Filippo01_2003,"21,741","13,280","1,787","1,351","51,018,244","7,264",194,"3,138","1,025h"
2494,Randolf_Walker,"44,819","31,045","6,623","2,216","127,633,893","18,828",664,"8,839","2,705h"
2495,xBeckerzZ,"2,153","1,699",237,164,"5,242,373",720,46,401,119h
2496,hashom-7-,"20,714","16,366","2,038","1,401","49,930,061","7,932",206,"3,439","1,185h"
2497,ArmViOfficialYT,"20,893","17,672","2,389","1,620","60,252,836","9,446",282,"4,009","1,256h"
2498,tonato18,"2,876","2,247",296,229,"7,128,581",937,16,525,172h
2499,X_XS3NS3I,"13,959","8,995","1,329",880,"33,400,220","5,197",508,"2,209",707h
2500,Panda-NiP,"35,757","24,089","3,616","2,519","89,420,811","14,606",633,"6,135","1,979h"
2501,lKidGoku-,"10,913","10,496","1,305","1,069","29,498,845","3,989",267,"2,374",754h
2502,TonyBrazy13,"39,046","35,682","4,587","3,607","103,199,301","15,993",782,"8,194","2,356h"
2503,Patty221201,"1,000",464,100,32,"1,979,426",388,12,132,34h
2504,ChavaLokz-,"22,613","19,320","2,686","2,220","51,624,511","10,426",362,"4,906","1,458h"
2505,AnDogeNy_Ace,"33,770","34,740","3,803","3,691","85,104,701","12,020","1,403","7,494","2,225h"
2506,darkale820,"45,054","39,376","4,955","4,204","115,968,270","18,817",343,"9,159","2,795h"
2507,X_XS3NS3I,"30,328","25,510","3,137","2,219","80,831,512","11,789",283,"5,356","1,681h"
2508,TwoEzy4Noobz,"19,852","14,241","1,925","1,281","49,175,220","8,887",76,"3,206","1,027h"
2509,xAmy-Hillx,"20,778","13,966","2,141","1,206","49,685,633","10,321",244,"3,347","1,027h"
2510,SLEEP-_-JAGER,"15,867","11,628","1,622","1,117","39,017,346","6,292",195,"2,739",881h
2511,mxcnn,"16,947","14,222","1,996","1,656","45,182,866","5,230",530,"3,652","1,051h"
2512,GoldenKilla53,"67,082","37,215","8,267","2,864","179,867,431","19,706","1,312","11,131","3,771h"
2513,ARRETEDAVOIRPEUR,"3,386","2,858",426,284,"9,134,803","1,402",65,710,211h
2514,mehrab044,"6,861","6,000","1,021",685,"17,909,589","2,708",86,"1,706",478h
2515,Smok-Zaros,"25,902","15,737","2,885",969,"50,786,102","9,692",280,"3,854","1,222h"
2516,BOCHOWER,"16,320","13,994","2,283","1,404","46,944,361","5,834",263,"3,687","1,166h"
2517,ipay2ween,"41,880","34,419","4,073","3,087","91,932,583","16,239",471,"7,160","2,369h"
2518,AhKjngx-,"20,576","18,889","2,404","1,693","51,055,105","7,790",305,"4,097","1,297h"
2519,PxH_Deadshot-,"26,684","20,219","2,691","2,109","66,292,422","9,547",516,"4,800","1,519h"
2520,NOVANITY-__-,"12,045","9,053","1,349",956,"31,175,700","4,027",239,"2,305",721h
2521,GodsAbandonedYou,"19,371","15,662","1,997","1,613","48,003,123","6,632",208,"3,610","1,130h"
2522,oLoggic,"8,019","5,477",810,554,"18,521,430","2,728",82,"1,364",445h
2523,OLYZENGU,"8,620","7,022","1,122",731,"20,616,875","3,058",128,"1,853",516h
2524,Zqurqk,"12,289","12,059","1,322","1,238","29,467,275","4,570",200,"2,560",797h
2525,Palematdi,"17,098","14,496","2,311","1,744","46,743,443","7,416",418,"4,055","1,052h"
2526,lWhySoSeriousl-,"3,090","1,896",310,196,"8,153,674","1,247",43,506,157h
2527,deadbxdy,"2,760","2,371",305,222,"7,334,360",890,35,527,161h
2528,lI-Skyhigh-Il,"16,346","13,904","1,799","1,420","47,220,160","5,876",381,"3,219",987h
2529,UUNOGuns,"2,756","1,787",321,170,"7,208,605",817,33,491,155h
2530,R6G_ViPeRzZ,861,495,105,38,"1,905,245",328,12,143,40h
2531,MorFiiXx,"30,291","22,759","4,100","2,317","82,016,839","12,581",685,"6,417","1,975h"
2532,notBaller,"26,855","21,344","2,770","2,104","64,763,759","12,161",292,"4,874","1,540h"
2533,TheyCxllmeUnReaL,"32,988","25,308","4,853","3,725","78,212,091","12,073",653,"8,578","2,006h"
2534,DerEchteKrunch,"30,456","17,952","3,236","2,037","74,343,307","11,459",468,"5,273","1,425h"
2535,FireJab,869,528,100,46,"2,371,636",429,8,146,46h
2536,EEQQK,"32,663","35,945","4,468","3,837","92,529,269","13,143",892,"8,305","2,611h"
2537,Joshdidit-,"16,888","14,658","2,294","1,668","49,290,078","6,348",224,"3,962","1,110h"
2538,iEnzine,"36,109","22,591","4,338","1,668","88,631,770","14,092",892,"6,006","1,899h"
2539,ItsWoozy-_,"33,448","29,619","3,610","2,844","87,160,903","12,618",537,"6,454","2,088h"
2540,KravenEviI,"8,072","6,870",961,693,"24,197,726","3,317",169,"1,654",515h
2541,lINoxY-,"8,312","7,163","1,214",908,"21,689,263","2,587",104,"2,122",570h
2542,NotAnto-EU,"15,468","11,541","1,781","1,388","38,067,261","6,210",292,"3,169",902h
2543,Shohvsky,"1,440","1,005",229,99,"4,132,598",487,16,328,96h
2544,KingFenoo,"27,292","19,220","3,389","2,342","72,573,111","9,041",630,"5,731","1,609h"
2545,SxpooKy,"28,237","28,475","3,502","3,244","65,607,653","10,625","1,100","6,746","1,866h"
2546,GS_StormZy,"17,299","14,445","2,490","1,867","42,534,344","5,632",184,"4,357","1,140h"
2547,xbadbenny,"19,044","15,030","2,022","1,488","48,995,315","8,565",164,"3,510","1,154h"
2548,MISTER-JOJO789,"32,428","27,591","3,879","2,958","84,056,407","13,116",613,"6,837","2,038h"
2549,TazzZMaN630,"22,993","22,288","2,926","2,822","60,272,651","7,857",496,"5,748","1,643h"
2550,NotFrostii-,"11,970","9,968","1,377",993,"30,784,040","5,005",262,"2,370",696h
2551,akaSouls,"10,467","8,777","1,474","1,178","30,403,510","3,626",159,"2,652",713h
2552,yWhiiTe,"10,178","6,642","1,309",877,"24,923,547","4,138",126,"2,186",559h
2553,zS4M-1,"38,159","30,691","6,916","3,472","91,853,271","15,087",590,"10,388","2,500h"
2554,DinamikShotzCRY,"15,000","8,147","1,828",728,"37,809,586","5,339",74,"2,556",810h
2555,MEXI3est,"36,776","25,324","5,415","1,631","91,982,525","15,227",641,"7,046","2,217h"
2556,vvAids,"17,074","9,742","2,236",960,"37,885,414","7,017",80,"3,196",923h
2557,TM-Pleasure,"25,669","19,125","2,875","1,847","69,082,524","10,305",286,"4,722","1,576h"
2558,Sw3RvZ_Nate,"28,428","19,344","3,182","1,766","66,057,784","11,521",752,"4,948","1,510h"
2559,CRAZY-_-IQ500-99,"30,988","26,055","3,560","2,718","91,001,973","10,069",590,"6,278","2,010h"
2560,horax_RxclaiM,"27,271","25,299","2,999","2,634","68,336,142","11,585",314,"5,633","1,813h"
2561,PHGamer77,"39,094","32,642","4,398","3,278","94,552,528","15,001",346,"7,676","2,410h"
2562,temp-439396,"9,120","7,828","1,199",978,"23,303,093","3,366",87,"2,177",601h
2563,Alqaysi_com,"39,094","32,642","4,398","3,278","94,552,528","15,001",346,"7,676","2,410h"
2564,Ext-Drip,"20,005","16,447","2,308","1,643","60,349,688","7,807",206,"3,951","1,332h"
2565,xKroniiqaL,"33,316","24,598","3,449","2,424","86,473,777","13,908",550,"5,873","1,882h"
2566,Rzhkaa,"4,574","4,052",547,353,"11,093,832","1,921",100,900,279h
2567,Endretich,"21,970","18,150","2,752","1,837","61,490,410","9,461",295,"4,589","1,422h"
2568,alvari91,"9,120","7,828","1,199",978,"23,303,093","3,366",87,"2,177",601h
2569,NinJaSparoow,"20,182","19,110","2,388","2,038","53,245,323","7,364",414,"4,426","1,333h"
2570,Neja__,"25,786","13,237","4,163","1,027","59,887,173","9,505",347,"5,190","1,350h"
2571,moon-walk1971,"2,942","2,583",344,262,"8,021,841",984,76,606,180h
2572,HEARTLESS_RUSH,"24,292","19,745","2,579","2,081","67,327,605","10,151",192,"4,660","1,515h"
2573,xtalL1GHT,"1,488","1,251",168,120,"4,033,795",699,26,288,89h
2574,R6z_hugovers,"34,224","25,852","3,763","2,566","92,664,047","12,584",717,"6,329","2,094h"
2575,AcH35z-,"20,981","16,772","3,129","1,870","50,417,351","8,712",621,"4,999","1,433h"
2576,YungQG-,"18,869","17,507","2,497","2,055","58,874,706","7,463",205,"4,552","1,426h"
2577,A__BONG,"21,119","18,396","2,506","1,938","53,656,560","8,307",368,"4,444","1,255h"
2578,Circumsized-Nick,"2,163","1,697",246,176,"5,959,958",840,25,422,128h
2579,evilboy777,"13,045","9,752","1,688","1,235","30,856,181","5,390",360,"2,923",751h
2580,KumpelBlase_DIV,"14,569","10,258","1,733",880,"38,964,518","5,327",63,"2,613",830h
2581,OhKennny,"18,259","14,555","1,913","1,532","47,946,916","7,028",202,"3,445","1,105h"
2582,xOGxZ-,"2,227","3,143",550,413,"7,867,740",671,21,963,243h
2583,guizao26-EV,"29,924","22,676","3,022","2,439","71,653,151","10,874",422,"5,461","1,704h"
2584,JustZxDyX--,"25,209","17,916","2,402","1,895","64,721,483","10,588",431,"4,297","1,362h"
2585,SE_SCHEMATIC_JR,"32,470","29,651","3,557","3,238","82,802,792","12,955",457,"6,795","2,203h"
2586,mahdirv,"14,161","15,362","1,757","1,453","42,654,668","5,265",226,"3,210","1,031h"
2587,Xycre,"34,498","24,242","3,011","2,182","78,959,735","14,227",789,"5,193","1,626h"
2588,Busnss-SW,"3,797","2,997",482,297,"10,252,264","1,353",49,779,246h
2589,Forevr-A-Legend,"26,073","23,822","2,907","2,417","70,351,283","10,231",496,"5,324","1,646h"
2590,wDimes,"12,471","10,220","1,465","1,038","33,290,807","4,496",95,"2,503",795h
2591,Arrayys,"15,143","16,951","2,193","1,943","47,827,895","6,034",177,"4,136","1,258h"
2592,xXCouRaGeXx,"14,700","11,258","1,879","1,469","37,397,639","5,355",158,"3,348",978h
2593,KingDemize--,"24,111","20,320","2,791","2,088","56,609,519","8,873",372,"4,879","1,549h"
2594,ifeelsoempt,"22,206","19,523","2,468","1,896","58,051,286","9,050",456,"4,364","1,369h"
2595,XploreNet,"14,094","17,883","2,319","2,095","47,199,340","3,995",57,"4,414","1,401h"
2596,IRecon-i9,"28,417","19,501","3,422","1,951","66,949,972","11,461",312,"5,373","1,709h"
2597,notMale,"4,267","3,612",592,387,"11,993,504","1,851",57,979,280h
2598,oId_OG,"13,023","10,336","1,796","1,210","35,122,508","3,880",237,"3,006",833h
2599,Yousif_Xp,973,627,105,62,"2,559,258",307,11,167,47h
2600,oId_OG,"16,799","13,822","1,681","1,320","41,203,380","6,861",279,"3,001",956h
2601,TylerTullett19,"11,895","10,750","1,544","1,208","29,663,785","3,957",301,"2,752",713h
2602,inFiNiTyToXiC-,"1,404","1,062",202,94,"3,382,015",472,41,296,78h
2603,Lyrxxcs-,"11,632","12,975","1,524","1,258","34,716,754","3,744",253,"2,782",900h
2604,ImaDieLitt,"43,000","23,684","4,714","2,997","97,986,175","15,994",704,"7,711","2,128h"
2605,Yousif_Xp,"34,790","33,214","3,870","3,384","93,674,913","13,606",814,"7,254","2,316h"
2606,zTuc-Cracker_EU-,"11,897","9,474","1,250","1,013","30,197,614","5,589",134,"2,263",719h
2607,WxiTz-,"21,804","20,152","2,583","2,160","62,061,858","8,431",260,"4,743","1,513h"
2608,beatthekittyup1,"36,801","24,375","3,931","2,248","87,569,049","13,801",721,"6,179","1,924h"
2609,X_Parolboy_X,"9,408","7,866","1,124",577,"23,709,320","4,155",122,"1,701",567h
2610,RuL3_Zay,"3,893","3,370",529,334,"10,087,337","1,512",71,863,261h
2611,SedJJ,"9,211","4,634",940,425,"20,447,765","3,799",104,"1,365",408h
2612,ImNotPxeet,"27,708","22,244","2,682","2,134","71,022,338","12,627",669,"4,816","1,505h"
2613,sampainos,"6,505","5,083",668,481,"16,437,403","2,338",44,"1,149",395h
2614,Riperino_NoMercY,"34,789","28,285","3,833","3,072","91,698,524","12,126",541,"6,905","2,035h"
2615,I-jxger-I,"27,030","18,224","2,673","2,113","65,115,948","10,629",662,"4,786","1,461h"
2616,Jovial_Raptor,"3,841","2,711",393,215,"9,080,708","1,346",125,608,195h
