,player_name,kills,deaths,wins,losess,xp,headshots,melee_kills,games_played,time_played
572,AdjustIQ,"32,448","23,318","3,287","2,351","69,849,875","12,734",400,"5,638","1,755h"
573,iM_NeVeR-_LoSe_-,"26,128","24,383","3,241","2,937","73,731,309","8,973",221,"6,178","1,943h"
574,SIR-_-Mago,"20,635","17,762","2,762","1,579","62,639,774","5,832",801,"4,341","1,381h"
575,NaCheX-R3X,"13,621","11,834","2,003","1,408","34,876,751","5,238",376,"3,411",908h
576,ImDuaaL_TH,"43,125","35,858","5,381","3,581","115,823,290","13,888",717,"8,962","2,925h"
577,KANiN3-nV,"30,545","23,756","3,228","2,459","76,669,468","9,719",939,"5,687","1,760h"
578,iBlxcky-,"14,090","14,899","2,029","1,847","44,144,367","5,196",709,"3,876","1,103h"
579,NeFyP,"13,609","10,604","1,422",759,"33,002,714","4,879",145,"2,181",761h
580,NoTHaLaa,"2,945","2,706",363,249,"8,011,318","1,286",44,612,195h
581,boragi0329,"14,218","11,342","1,544","1,276","36,400,699","5,081",236,"2,820",944h
582,sSlinky-_-,"23,842","18,314","2,561","1,879","61,090,797","9,989",278,"4,440","1,396h"
583,zKrimoo,"12,442","10,317","1,312","1,009","29,880,439","4,796",263,"2,321",726h
584,CasualIySweaty,"28,078","24,040","3,149","2,417","71,496,421","12,392",309,"5,566","1,779h"
585,iiRaciin,"17,877","19,543","2,346","2,149","46,093,306","7,792",609,"4,495","1,232h"
586,NonstopLemurka,648,468,88,32,"1,846,314",294,4,120,35h
587,Gxmber,"29,937","23,139","3,623","2,929","68,077,986","11,779","1,264","6,552","1,685h"
588,Obadq,"23,842","18,314","2,561","1,879","61,090,797","9,989",278,"4,440","1,396h"
589,sxsquatch,"2,945","2,706",363,249,"8,011,318","1,286",44,612,195h
590,ZlNCC,"31,416","25,940","3,499","2,812","80,979,016","12,302",651,"6,311","1,966h"
591,Erfan_org18,"17,877","19,543","2,346","2,149","46,093,306","7,792",609,"4,495","1,232h"
592,HolyMDP,"50,636","37,498","7,392","2,963","122,042,282","21,275",291,"10,355","3,178h"
593,ToXiCiTy_Trans,"1,648","1,223",200,115,"4,187,206",600,11,315,93h
594,Vueing,"28,682","24,834","3,243","2,587","75,441,850","9,728",374,"5,830","1,861h"
595,RoberC1K,"4,717","3,695",515,333,"12,649,644","1,490",132,848,272h
596,ZiVeX_Taz,"26,242","21,797","2,854","2,283","66,943,949","9,151","1,153","5,137","1,652h"
597,LeoWeiss-,"27,388","12,257","4,686",956,"65,947,853","10,243","1,008","5,642","1,357h"
598,Dxpkee,"38,514","33,427","4,782","3,621","96,540,608","13,593",559,"8,403","2,462h"
599,King489-_-,"11,564","9,000","1,873",978,"28,087,532","4,450",211,"2,851",717h
600,RealPistollKing,"1,712","1,063",212,90,"4,528,215",751,6,302,85h
601,RoberC1K,"25,150","19,874","3,505","2,444","67,746,393","9,722",224,"5,949","1,506h"
602,ToXiCiTy_Trans,"11,680","8,929","1,244",935,"30,004,378","4,784",69,"2,179",692h
603,King-GODSENT,"14,502","12,215","1,516","1,222","36,191,302","5,217",177,"2,738",901h
604,Dxpkee,"24,972","23,842","3,073","2,542","66,075,126","9,459",381,"5,615","1,737h"
605,juliano_borges,"27,947","23,873","3,452","2,708","67,022,607","10,748",823,"6,160","1,743h"
606,TraurigerSturm,"22,220","24,524","2,668","2,430","63,010,437","8,158",764,"5,098","1,616h"
607,TG__Vortex,"46,392","40,692","5,469","4,179","117,184,674","19,755",819,"9,648","3,070h"
608,Eclipse-KILL,"6,448","6,219",816,639,"17,871,583","2,713",127,"1,455",451h
609,Mtz_axel_20,"1,964","1,313",188,90,"4,473,308",942,13,278,93h
610,TheRaddDragon,"29,552","20,718","2,852","2,124","74,476,769","10,568","1,193","4,976","1,566h"
611,ThOmAs_BoMbEr_20,"18,762","16,555","2,369","1,971","45,130,370","6,763",335,"4,340","1,237h"
612,sus_the_menace,"29,736","23,870","2,824","2,422","67,753,374","12,785",308,"5,246","1,680h"
613,yama-_-c,"2,130","1,313",218,126,"4,771,498",928,37,344,98h
614,SelenaTheGod,"39,261","26,868","4,055","2,705","105,994,801","14,297",834,"6,760","2,093h"
615,Genocide_Lovers,"31,829","22,243","3,718","2,381","72,881,668","14,514",292,"6,099","1,761h"
616,Ghost_oFire,"7,841","5,553",833,480,"19,378,987","3,012",40,"1,313",417h
617,IVleks,"29,513","32,628","4,250","3,651","91,785,234","8,988",409,"7,901","2,684h"
618,bryanhi26901,"22,429","17,445","2,341","1,741","57,677,537","8,805",313,"4,082","1,327h"
619,Mihnea867,"10,667","8,732","1,152",919,"24,726,849","4,609",174,"2,071",585h
620,montader_96,"5,900","5,076",659,536,"16,144,642","2,310",46,"1,195",389h
621,vSpex__,"15,276","15,861","2,084","1,883","41,955,942","6,164",509,"3,967","1,227h"
622,Cyliz_-,"32,272","31,346","3,883","3,299","83,311,604","12,380",612,"7,182","2,328h"
623,Gmoney-AcesYT,"25,469","25,809","3,379","2,797","61,045,262","10,308",395,"6,176","1,756h"
624,ii_CoTaN,"10,748","6,634","1,224",501,"26,518,806","4,337",102,"1,725",521h
625,Trio-AoP,"31,792","23,539","3,879","2,666","80,482,642","12,145",639,"6,545","1,999h"
626,IllIllIIlIIll-_-,"6,134","4,355",853,488,"15,592,444","2,009",28,"1,341",393h
627,PodyHATES,"1,962","1,546",244,133,"5,023,286",701,16,377,115h
628,ImPurin,"20,339","16,906","2,633","1,835","52,884,549","8,017",372,"4,468","1,282h"
629,oGodzSlams,"27,308","25,850","3,449","3,307","73,278,771","11,902",298,"6,756","1,988h"
630,Dr_naif9,"14,705","10,755","1,650","1,220","40,651,290","5,358",185,"2,870",873h
631,CBrook-,"17,938","16,363","2,046","1,646","42,545,713","6,882",554,"3,692","1,136h"
632,yPosxtive,"15,720","14,251","1,804","1,470","41,628,009","5,509",169,"3,274","1,018h"
633,VaaIiity,"3,486","2,734",360,215,"8,992,935","1,311",33,575,183h
634,CoLoNeL-_-Bardia,"26,030","14,719","4,505","1,137","57,602,955","10,415",273,"5,642","1,510h"
635,EradicatedAnaIog,"28,369","21,049","3,235","2,174","75,875,253","9,403",264,"5,409","1,744h"
636,GOKR2Q8,"5,027","4,684",580,478,"14,582,618","1,780",114,"1,058",355h
637,PUTqN_,"5,328","4,820",677,520,"15,330,720","2,144",36,"1,197",380h
638,iBestxSimple,"31,647","26,194","3,801","2,531","87,398,779","12,830",447,"6,332","1,924h"
639,ElpheltVaIentine,"8,188","7,192","1,109",549,"20,627,969","3,328",94,"1,658",538h
640,YnR_WaZe,"11,937","10,495","1,361",899,"32,623,552","5,174",148,"2,260",710h
641,iMaloo--,"61,140","36,384","6,211","3,684","139,044,006","17,823",986,"9,895","3,374h"
642,RiesCharte,"19,012","18,390","2,102","1,668","51,994,326","8,647",200,"3,770","1,238h"
643,Mxkesh_,"13,631","9,594","1,309",745,"32,637,187","5,751",50,"2,054",701h
644,unclearshia77,"9,380","8,201","1,086",709,"25,973,158","3,747",78,"1,795",573h
645,MariosUpperLip,"19,730","13,639","2,415","1,538","43,349,592","7,558",285,"3,953","1,084h"
646,Confirrm,"12,769","9,173","1,869",646,"37,565,201","4,873",21,"2,515",802h
647,Avizie,"20,599","16,773","2,944","1,817","51,181,489","8,660",238,"4,761","1,248h"
648,Anxrchyyy_V2,"12,859","10,143","1,403",961,"30,835,572","4,656",142,"2,364",750h
649,lSenseyy,"14,878","13,576","1,867","1,631","35,970,403","5,818",495,"3,498",979h
650,Fayridge__,"10,151","8,363","1,295",937,"26,674,870","3,708",280,"2,232",603h
651,anandohillyawan,"7,351","6,102",798,617,"18,432,609","2,445",200,"1,415",449h
652,JuPiixWTZ,"24,619","19,716","2,494","2,066","53,629,385","8,957",504,"4,560","1,417h"
653,iTzFaKeeR--,"33,999","29,816","3,896","3,040","95,332,981","11,415",151,"6,936","2,292h"
654,IsmAtz-eV,"13,731","10,014","1,496","1,199","30,384,441","5,402",324,"2,695",707h
655,DCROCKSTAR500BC,"1,468","1,008",155,87,"3,685,788",514,23,242,74h
656,notTiny-,"37,141","26,682","3,914","2,652","89,571,514","17,291",515,"6,566","2,051h"
657,wCizQ,"34,683","19,120","4,505",843,"81,222,604","16,601",391,"5,348","1,507h"
658,iSKurs,"43,916","34,987","4,456","3,812","101,901,736","15,611","1,214","8,268","2,601h"
659,QIacq,"3,841","2,961",456,308,"9,460,265","1,343",59,764,221h
660,EasyKvrma,"26,696","16,109","2,729","1,089","59,294,668","11,633",392,"3,818","1,198h"
661,yUltimaTeKinDred,"4,347","3,688",684,616,"11,188,332","1,296",127,"1,300",277h
662,Not_Anomyyy-,"2,463","2,024",305,219,"7,381,402",987,11,524,166h
663,ANT1DIA__,"32,124","28,966","3,989","3,239","86,266,107","12,883",856,"7,228","2,028h"
664,HannanHilal,"9,332","7,097","1,148",541,"23,165,006","3,140",56,"1,689",502h
665,TeV-Syraah,"18,391","14,432","2,647","1,467","46,636,101","7,396",209,"4,114","1,123h"
666,RoseJit,"30,685","21,253","4,564","2,461","67,781,425","10,672",700,"7,025","1,846h"
667,John2nxsty,"11,648","9,181","1,694","1,069","32,109,460","3,843",143,"2,763",806h
668,astir_class,"3,070","3,315",456,575,"8,599,185","1,476",13,"1,031",263h
669,yPeekhim,"17,439","11,963","2,366","1,332","45,202,951","7,507",124,"3,698","1,083h"
670,xSouIIz,"19,052","13,518","2,308","1,481","46,237,865","6,555",519,"3,789","1,050h"
671,MassxcreuR,"28,847","20,715","3,768","1,420","78,018,135","10,621",207,"5,188","1,639h"
672,CircIeNine,"45,933","34,420","5,028","3,385","116,835,845","12,501",438,"8,413","2,746h"
673,UzCorxyy,"23,831","19,666","2,834","2,252","67,534,684","10,632",396,"5,086","1,564h"
674,xKalimOG,"23,063","19,415","2,697","1,868","57,461,491","9,275",339,"4,565","1,443h"
675,IWhiteSG,"34,462","26,030","3,814","2,369","88,393,932","14,803",756,"6,183","1,796h"
676,CryPig,"12,621","10,767","1,461","1,048","32,855,019","5,185",438,"2,509",757h
677,Itachi-x-R6,"19,157","18,295","2,372","1,975","40,200,729","6,915","1,553","4,347","1,181h"
678,Veximy,"13,340","11,596","1,653","1,145","34,510,666","4,301",740,"2,798",863h
679,Dreamxrs,"1,714","1,102",170,90,"3,834,588",751,21,260,81h
680,ATKFrozen,"1,194",488,157,31,"2,565,138",467,10,188,63h
681,TMT-lR777l,"10,672","8,144","1,372",774,"26,999,430","4,776",60,"2,146",594h
682,KillBillVol34,"42,557","35,778","5,030","3,767","118,518,171","15,507",632,"8,797","2,755h"
683,NightAiry,"16,120","10,952","1,475","1,048","38,860,721","5,335",293,"2,523",807h
684,mogas_1968,"2,921","1,568",302,134,"6,264,143",792,34,436,130h
685,LASVGAS_TTV,"12,963","9,577","1,372",893,"30,410,242","5,645",80,"2,265",708h
686,TorNTheChamp,"2,921","1,568",302,134,"6,264,143",792,34,436,130h
687,iTzToninho,"16,182","14,113","2,021","1,505","39,290,781","6,388",354,"3,526",962h
688,StenagerKasper,"46,198","36,949","5,036","4,043","110,266,544","18,231",822,"9,079","2,925h"
689,Saw_R6,972,750,120,48,"2,385,576",312,19,168,55h
690,BlxckTracker,"10,177","12,302","1,393","1,383","28,345,502","3,748",180,"2,776",783h
691,WhoCombos,"77,017","65,050","9,278","6,550","222,901,200","25,171","1,485","15,828","4,887h"
692,dark_dragon651,"4,424","2,891",452,266,"10,220,859","1,557",25,718,225h
693,X-Sia79-X,"36,562","40,323","4,444","4,384","85,287,746","14,502","1,031","8,828","2,702h"
694,l-Xpxrt-l,"31,575","25,928","3,360","2,666","79,469,973","13,088",319,"6,026","1,965h"
695,vMiqhty,"32,293","26,389","3,441","2,878","80,740,653","10,965",977,"6,319","2,049h"
696,AnsonC7_-,"14,719","10,082","1,457","1,107","40,162,602","5,781",110,"2,564",842h
697,EmRich_Pdn,"23,516","21,717","3,250","2,276","74,330,652","9,670",215,"5,526","1,699h"
698,ABO-BKS1,"8,103","8,945","1,310","1,241","23,478,355","3,653",26,"2,551",685h
699,Ketshap,"5,194","3,574",585,222,"11,349,394","1,965",63,807,261h
700,Beeizy,"17,184","13,538","1,968","1,244","46,160,633","7,433",173,"3,212","1,005h"
701,Ketshap,"14,273","13,395","2,192","1,543","37,705,265","4,751",312,"3,735","1,025h"
702,Im-Slushie-Two,"23,488","18,625","2,883","2,152","56,831,829","8,546",634,"5,035","1,334h"
703,BvmbleBee_PGES,"43,512","31,893","4,499","3,305","105,721,313","16,037",739,"7,804","2,464h"
704,BIBIDIBABIDIBU--,"13,244","11,288","1,767","1,612","30,189,797","5,172",474,"3,379",818h
705,nuKji-,"10,537","9,111","1,228",980,"28,154,017","3,811",165,"2,208",690h
706,AshForceOne,"5,781","4,353",612,429,"14,467,252","2,094",64,"1,041",334h
707,NoCryy--X,"13,963","9,004","1,389",833,"32,927,882","4,224",283,"2,222",751h
708,Ar1ya_Asadi,"27,873","20,818","3,047","2,196","68,290,012","10,162",163,"5,243","1,654h"
709,FlipFlopLP,"18,996","16,390","2,519","1,238","56,042,793","6,946",405,"3,757","1,250h"
710,ltz-_-Link,"19,579","15,214","2,236","1,657","46,661,662","7,563",157,"3,893","1,125h"
711,lCesar-,"29,214","20,085","2,703","1,938","60,774,699","11,209",489,"4,641","1,430h"
712,a140325,"8,402","6,052","1,051",487,"23,152,785","3,191",51,"1,538",518h
713,Rimerd,"1,298",712,137,67,"3,133,763",480,5,204,61h
714,FastWRLD999,"40,745","34,068","4,786","3,519","113,316,900","15,064",949,"8,305","2,544h"
715,l-TGK-,"38,689","29,337","4,063","3,186","100,180,280","16,200",605,"7,249","2,276h"
716,xLethalQueen__,"3,731","3,070",396,300,"9,164,091","1,345",126,696,216h
717,SWAT__R66,"25,550","22,867","3,159","2,290","61,661,667","9,026",324,"5,449","1,736h"
718,Amj12-v,"30,805","29,054","3,555","2,821","79,354,108","11,925",677,"6,376","1,998h"
719,Masoud_k24,"35,165","27,140","4,874","2,266","102,378,585","15,756",211,"7,140","2,317h"
720,Zuflix,"3,174","2,793",434,218,"8,082,030","1,078",30,652,200h
721,JxstYuqii-,"19,581","16,602","2,426","1,908","50,903,207","7,000",436,"4,334","1,288h"
722,AsZ_-_KyXoZz--,"28,961","26,146","4,049","2,904","87,513,979","10,552",296,"6,953","2,068h"
723,RAK9_NienZeL,"35,016","29,665","4,933","3,711","79,375,183","14,757",214,"8,644","2,092h"
724,MarsMicheIIe,"22,145","18,415","2,438","1,889","54,365,746","9,113",211,"4,327","1,328h"
725,MjRM-TeO,"30,439","19,550","4,215","1,426","66,937,121","11,497",229,"5,641","1,600h"
726,iReMyS__,816,900,131,87,"2,488,992",324,9,218,61h
727,SnuglessDF6,"10,953","7,012","1,148",729,"26,824,198","3,809",96,"1,877",574h
728,RAK9_NotAnzantic,"17,662","17,205","2,902","2,169","43,746,430","6,372",325,"5,071","1,208h"
729,Geqxu,"47,227","40,919","4,816","4,206","118,462,626","17,933",656,"9,022","2,945h"
730,ENR1CAO_,"45,354","35,066","5,042","2,847","117,729,394","16,729","1,101","7,889","2,503h"
731,FaKe-x_xNasty-_-,"25,613","21,287","2,682","2,187","61,841,613","10,171",539,"4,869","1,546h"
732,victsing-_,"47,082","31,604","5,695","2,987","127,690,033","14,431","1,106","8,682","2,689h"
733,ronyfp-i9,"18,464","13,323","2,571","1,768","45,626,996","6,255",315,"4,339","1,100h"
734,LillGaxel,"38,949","35,026","4,067","3,303","104,334,857","16,033",917,"7,370","2,290h"
735,xKeKiz,"14,830","11,788","1,503","1,090","35,457,044","6,692",204,"2,593",822h
736,GameComeNP14,"19,764","12,219","2,130","1,438","41,939,963","7,281",431,"3,568",935h
737,FazzAgain,"9,498","7,676","1,114",813,"23,085,743","3,640",60,"1,927",567h
738,Qepys,"4,754","3,369",548,385,"12,816,335","1,576",120,933,284h
739,J0T4-X3R3CR4ZY,"35,951","32,055","3,880","3,034","88,181,098","14,753",623,"6,914","2,149h"
740,PoppingRAYN,"12,495","9,495","1,591",860,"35,415,855","4,466",114,"2,451",745h
741,Gg-_-CrY,"29,945","24,487","3,155","2,497","83,226,032","10,682",735,"5,652","1,796h"
742,LzG-ySaiYaJiN,"24,985","17,580","2,937","1,896","66,544,647","10,324",491,"4,833","1,452h"
743,R4ZR_Hunter--,"30,635","25,042","3,888","3,076","83,844,997","13,280",509,"6,964","2,074h"
744,Thisguyisback_,"16,766","14,423","2,271","1,853","42,168,241","6,840",265,"4,124","1,018h"
745,Ruussie,"27,238","20,480","4,221","1,721","87,215,819","9,426",420,"5,942","1,890h"
746,MxneeY,"44,976","43,318","9,584","9,405","120,135,100","19,823",459,"18,989","3,912h"
747,Crissaan,"16,357","13,681","1,864","1,248","43,690,109","5,413",341,"3,112",966h
748,SgtPainkillers,"10,687","10,900","1,312","1,055","26,141,839","3,864",385,"2,367",701h
749,llFreenZy,"22,397","19,707","2,649","2,296","57,283,816","8,642",496,"4,945","1,412h"
750,Lucasalmeida_YEZ,"15,352","14,075","1,862","1,647","40,782,102","5,892",199,"3,509","1,091h"
751,ILuckyV8,"50,409","32,791","4,699","3,781","114,876,649","18,499",876,"8,480","2,670h"
752,SmOkE-_-TOX1C,"7,594","5,753",760,500,"19,463,768","3,174",77,"1,260",414h
753,ixDepression_,"14,812","13,865","1,699","1,514","41,039,136","5,596",311,"3,213",951h
754,MeNoSaGaZ,"12,368","7,921","1,370",824,"28,855,612","5,194",58,"2,194",672h
755,brenovidal,"30,989","21,188","3,644","2,042","73,441,112","11,444",298,"5,686","1,753h"
756,BlameMoon,"28,311","24,906","2,924","2,626","69,845,431","12,405",775,"5,550","1,741h"
757,Tyrrese-,"26,173","19,727","2,695","2,012","67,950,533","10,252",293,"4,707","1,481h"
758,LiFe_GaMeR_,"32,534","19,830","4,152","2,588","74,931,539","13,394",444,"6,740","1,566h"
759,CxIizMefy,"5,207","3,910",562,407,"13,316,182","2,149",41,969,312h
760,PHPGomes,"1,843","1,547",205,135,"4,483,767",705,18,340,99h
761,Amroth-II,"13,871","10,615","1,704","1,113","36,498,698","4,910",34,"2,817",827h
762,lmHaqqy,"27,589","21,961","3,179","2,747","68,091,282","11,791",239,"5,926","1,626h"
763,JustCece-,"27,672","18,075","3,340","2,058","63,370,251","11,728",656,"5,398","1,551h"
764,B-_aDr_B-UK,"12,648","11,307","1,458","1,077","32,936,158","4,089",170,"2,535",816h
765,NS-Chilly,"20,714","16,956","2,611","2,153","53,636,048","7,319",316,"4,764","1,233h"
766,MxrcI_GnFR,"13,599","15,188","2,130","1,903","35,992,116","5,068",473,"4,033","1,075h"
767,iBexulo,"26,890","20,877","3,268","2,360","63,940,110","10,091",701,"5,628","1,526h"
768,AvEnTiX_-eX,"31,178","24,240","3,791","2,858","83,593,084","11,259",514,"6,649","1,825h"
769,rnontq,"24,390","21,069","3,719","2,403","69,935,486","7,929",444,"6,122","1,636h"
770,Gideonn_12,"54,956","40,005","5,809","4,051","140,300,193","21,169","1,081","9,860","3,001h"
771,Cxndah-,"10,818","8,906","1,549","1,120","26,773,808","4,099",194,"2,669",679h
772,Rezube-,"2,861","2,601",356,230,"7,463,086","1,035",11,586,178h
773,LlGERS,"11,641","12,177","1,774","1,614","30,087,569","4,871",250,"3,388",892h
774,kinckl,"11,912","11,928","1,477","1,225","33,411,912","3,805",244,"2,702",842h
775,Kenkiraketti_G2,"21,578","17,831","2,231","2,009","52,973,872","8,753",736,"4,240","1,239h"
776,AzquraAU,"38,237","27,076","3,982","2,896","87,324,043","15,885",441,"6,878","1,984h"
777,Alex-_-Rams,"58,868","46,806","6,414","4,169","142,436,446","24,897","1,451","10,583","3,395h"
778,Tomoki_Ootoro,"20,920","15,284","2,440","1,139","62,067,627","6,919",235,"3,579","1,166h"
779,Twiind_,"2,860","2,178",345,194,"6,805,963","1,035",15,539,147h
780,lPoZii,"49,490","32,323","6,919","2,153","126,543,430","20,375",941,"9,072","3,062h"
781,Delvallebros129,"12,349","11,836","2,061","1,985","31,339,282","3,830",388,"4,046",881h
782,Nero_PiX,"24,735","22,252","2,898","2,279","64,377,382","9,968",364,"5,177","1,538h"
783,KabrAmine_,"40,047","35,163","5,388","3,052","111,935,899","18,578",730,"8,440","2,743h"
784,CIassicman_-,"12,969","8,275","1,282",816,"30,042,879","4,584",100,"2,098",678h
785,Mcakif,"40,047","35,163","5,388","3,052","111,935,899","18,578",730,"8,440","2,743h"
786,Crystal_UnLogiC,"18,108","15,623","2,409","1,675","50,345,687","6,702",208,"4,084","1,192h"
787,Hqppy_Birthdqy,"10,560","10,154","1,497","1,210","28,981,578","3,866",601,"2,707",742h
788,IB_L_U_EI23,"22,564","22,333","2,840","2,631","53,134,317","8,776",867,"5,471","1,603h"
789,iPiEch_,"32,655","30,000","4,346","3,379","84,466,206","11,984",509,"7,725","2,271h"
790,Leuull-,"24,735","22,252","2,898","2,279","64,377,382","9,968",364,"5,177","1,538h"
791,mmd-_-oneshot,"41,602","22,093","4,784","2,223","101,759,967","15,868",440,"7,007","2,116h"
792,barcelona8292,"22,353","14,153","2,367","1,475","55,325,235","7,829",429,"3,842","1,145h"
793,xDreamyyy__,"27,278","23,168","2,780","2,469","69,568,852","8,708",650,"5,249","1,704h"
794,gotandasama,"39,032","32,047","4,712","3,054","96,991,698","15,039",359,"7,766","2,432h"
795,PurIax,"10,505","8,090","1,102",877,"25,368,774","3,860",84,"1,979",620h
796,killerdede22,"20,222","17,466","2,337","1,788","52,232,691","10,200",220,"4,125","1,282h"
797,IR_aliah_GENIUS,"3,675","2,516",407,266,"9,549,503","1,312",64,673,216h
798,MKPrize,"12,841","8,073","1,516",689,"33,270,869","5,269",154,"2,205",694h
799,Luu0505,"28,463","25,076","3,321","2,612","76,067,144","10,598",500,"5,933","1,963h"
800,SARO_BEST,"46,705","24,367","5,141","2,075","127,985,402","15,346",469,"7,216","2,398h"
801,Luu0505,"21,208","13,515","2,603","1,437","50,711,964","9,253",235,"4,040","1,108h"
802,BuIgar,"28,862","19,631","2,821","1,946","70,096,023","10,201",318,"4,767","1,546h"
803,berkyeet,"28,735","19,735","3,712","1,362","74,028,073","13,891",213,"5,074","1,550h"
804,YoungALVx-,"18,705","15,250","2,222","1,193","46,561,373","7,312",344,"3,415","1,072h"
805,ySergiooo,"18,818","13,516","2,291","1,308","49,586,928","7,049",219,"3,599","1,161h"
806,MKPrize,"28,411","20,081","4,406","2,688","64,235,000","12,344",810,"7,094","1,550h"
807,HiIgen,"35,572","25,811","3,684","2,496","90,757,917","13,320",852,"6,180","1,951h"
808,Stef-tef,"31,690","24,366","3,713","2,139","87,582,387","11,464",419,"5,852","1,858h"
809,BIameJose,"17,857","14,769","1,968","1,575","43,708,856","7,802",370,"3,543","1,033h"
810,Mozorati,"25,155","22,087","3,146","2,675","63,196,999","8,345",262,"5,821","1,735h"
811,Symba_OG,"26,166","20,873","3,413","2,298","70,381,810","11,218",410,"5,711","1,689h"
812,TheNewDLC-,"30,375","23,896","2,871","2,627","73,962,636","12,785",300,"5,498","1,762h"
813,NordWay_,"35,935","20,149","3,750","1,750","85,039,405","14,245",367,"5,500","1,689h"
814,plk7518,"43,170","28,942","4,302","2,776","111,426,713","18,607",482,"7,078","2,246h"
815,GodzBull,"44,840","37,359","5,047","3,473","124,243,747","17,316",332,"8,520","2,716h"
816,elbeebee,"27,403","22,910","2,616","2,321","62,797,062","11,646",602,"4,937","1,520h"
817,OverrTracker,"2,206","1,035",194,94,"4,502,718",959,19,288,85h
818,NGK_Noske,"32,409","26,158","3,654","2,957","81,006,161","12,062",313,"6,611","1,999h"
819,lNTENZ-,"35,251","32,649","5,145","3,940","93,714,212","12,440",874,"9,085","2,482h"
820,Ramtin_nyb,"25,502","15,732","3,329","1,644","56,948,970","10,013",280,"4,973","1,201h"
821,Iukcy,"26,314","20,529","3,239","1,533","63,946,146","12,523",474,"4,772","1,508h"
822,Drummoond,"10,300","9,079","1,082",841,"26,995,239","4,100",73,"1,923",607h
823,DerSh1nobiVqaj,"7,715","5,852",747,582,"19,623,746","2,845",93,"1,329",428h
824,qNyle,"14,890","6,853","1,827",412,"31,742,022","6,622",103,"2,239",717h
825,Fxstly_,"17,224","12,063","2,016","1,391","42,385,871","6,262",149,"3,407",981h
826,surryt938,288,216,54,14,"702,165",91,4,68,19h
827,Dano-Wshark,"34,147","31,092","4,515","2,733","95,010,135","13,043",782,"7,248","2,163h"
828,Memme-AGN,"23,611","23,374","3,445","2,706","55,870,970","8,017",787,"6,151","1,658h"
829,McPhish--,"26,708","23,110","3,274","2,636","62,197,369","10,298",554,"5,910","1,837h"
830,ThuuGx_,"36,365","22,972","4,219","2,145","89,342,413","12,831",807,"6,364","1,729h"
831,Itsefra,"7,450","6,006",797,651,"19,028,604","3,006",82,"1,448",435h
832,henargold_,"24,071","17,199","2,666","1,644","52,103,687","9,704",333,"4,310","1,324h"
833,HvnCodeine,"27,117","27,669","3,266","2,858","72,003,778","10,127",423,"6,124","1,947h"
834,Zx-__NeRo__-Xz,"29,052","18,545","3,434","1,780","77,833,846","11,406",545,"5,214","1,674h"
835,Lpxiq,"11,181","9,137","1,394","1,013","27,996,576","4,236",365,"2,407",700h
836,zDarKiiX-,"5,902","4,094",890,381,"13,201,678","2,747",76,"1,271",294h
837,xCHAVONTs-i3,"12,829","10,737","1,678",797,"35,771,238","5,398",146,"2,475",791h
838,Natancracudo,"20,277","19,043","2,439","1,946","57,501,244","8,540",149,"4,385","1,416h"
839,Millenium-Bakel,"38,483","26,115","4,949","2,259","96,656,263","11,156",690,"7,208","2,265h"
840,hvnchim,"17,048","11,585","2,353","1,359","45,280,532","6,593",131,"3,712",995h
841,iRemmix,"15,697","11,964","2,160","1,385","37,073,812","5,129",968,"3,545",906h
842,KicziiOG,"20,819","20,502","2,492","2,405","50,906,624","8,030",501,"4,897","1,486h"
843,bangingcheese,"12,006","10,197","1,427","1,040","29,449,919","4,509",154,"2,467",747h
844,MohammadVampire,"45,795","30,250","4,280","3,357","102,781,675","21,767",402,"7,637","2,473h"
845,artam-,"8,580","7,002","1,063",591,"22,791,470","3,375",79,"1,654",519h
846,pShqX-,"21,351","18,255","3,196","2,406","51,996,703","7,309","1,074","5,602","1,430h"
847,xlTypE-,"28,577","18,129","4,567","2,176","69,518,901","9,730",426,"6,743","1,531h"
848,OMG_its_ZangssYT,"33,050","26,939","3,535","2,815","82,883,905","13,685",634,"6,350","1,962h"
849,IAridude,"4,211","3,231",481,322,"10,115,559","1,524",73,803,242h
850,iPenyx-,"14,463","12,097","1,975","1,094","41,488,248","5,321",124,"3,069","1,016h"
851,JoyIess-,"2,019","1,391",262,115,"5,505,911",771,73,377,112h
852,ABODYTARIQ9-_,"23,582","17,964","3,920","2,135","57,743,396","7,691",312,"6,055","1,336h"
853,iSkittlzq-,"37,446","33,707","4,425","3,254","103,843,857","16,119",314,"7,679","2,431h"
854,Ottoman-MsA,"23,299","14,290","3,825","1,471","58,663,625","7,821",420,"5,296","1,280h"
855,iTsLillo-,"16,453","12,992","1,713","1,197","43,955,757","6,574",189,"2,910",925h
856,InlaidExpert,"32,601","23,952","3,629","2,721","83,459,039","12,359",595,"6,350","1,952h"
857,AddisonRaeTF,"33,465","27,180","3,874","2,919","82,585,197","11,193",674,"6,793","1,978h"
858,Leandro_Sales__,"5,044","4,179",558,391,"14,398,094","2,244",21,949,305h
859,KiXteR--,"23,647","14,766","2,607","1,406","61,071,899","9,914",249,"4,013","1,237h"
860,skulljno,"7,097","4,450","1,002",336,"17,886,858","2,813",111,"1,338",391h
861,SindicatoX94,"24,341","18,609","2,672","1,841","73,761,099","9,809",261,"4,513","1,495h"
862,pedroboutin00,"2,380","2,105",343,198,"7,307,625",854,44,541,170h
